age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
32,technician,married,university.degree,no,no,no,cellular,sep,wed,3,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5
32,technician,married,professional.course,no,yes,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,entrepreneur,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,services,married,high.school,no,no,no,cellular,oct,tue,1,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5
55,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
40,services,divorced,high.school,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
29,technician,single,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
55,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
40,technician,married,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
25,admin.,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
42,services,married,high.school,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
51,technician,married,professional.course,no,yes,no,cellular,aug,thu,13,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
29,services,married,,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
24,services,single,high.school,no,yes,no,cellular,jul,thu,2,9,2,failure,-1.7,94.215,-40.3,0.884,4991.6
28,self-employed,single,basic.9y,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
34,services,married,high.school,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
45,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
45,technician,single,university.degree,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
39,admin.,single,professional.course,no,yes,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
83,retired,divorced,basic.4y,no,no,no,cellular,nov,tue,1,3,3,success,-3.4,92.649,-30.1,0.716,5017.5
28,blue-collar,married,basic.6y,,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,services,single,high.school,no,no,yes,cellular,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
33,blue-collar,single,basic.4y,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
47,technician,married,professional.course,no,yes,yes,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39,admin.,single,university.degree,no,yes,no,cellular,may,fri,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
43,blue-collar,married,basic.6y,no,no,no,cellular,apr,wed,2,999,2,failure,-1.8,93.075,-47.1,1.415,5099.1
52,housemaid,married,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,self-employed,single,university.degree,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
48,unemployed,married,university.degree,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
51,services,divorced,basic.4y,,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
34,technician,single,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
32,management,married,high.school,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
28,unemployed,married,professional.course,no,no,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2
29,technician,single,high.school,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
59,retired,married,professional.course,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
80,management,divorced,professional.course,,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1
34,,married,basic.4y,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1
48,admin.,married,university.degree,,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
29,entrepreneur,married,basic.6y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
34,admin.,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
50,unemployed,,basic.9y,no,no,no,telephone,nov,thu,6,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8
36,technician,divorced,professional.course,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,technician,single,professional.course,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
35,blue-collar,married,basic.9y,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8
42,housemaid,divorced,basic.4y,,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
27,student,single,university.degree,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
46,self-employed,married,basic.6y,,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
31,technician,married,university.degree,no,no,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2
41,blue-collar,married,basic.9y,,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
51,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
53,management,married,basic.4y,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
45,services,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
35,services,married,professional.course,,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
47,blue-collar,married,professional.course,,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
41,management,divorced,university.degree,no,no,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
27,admin.,married,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
44,services,married,high.school,,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
34,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
20,services,single,high.school,no,no,no,telephone,jul,tue,15,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
32,admin.,single,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
39,technician,single,professional.course,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
45,technician,married,professional.course,,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
33,entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
36,management,married,university.degree,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
31,housemaid,married,professional.course,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
34,blue-collar,married,basic.6y,,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
32,technician,married,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
30,technician,single,professional.course,no,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
43,services,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
59,admin.,divorced,high.school,no,no,no,cellular,nov,thu,3,3,2,success,-1.1,94.767,-50.8,1.05,4963.6
30,services,single,basic.6y,no,yes,no,cellular,may,tue,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
45,admin.,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
39,admin.,single,high.school,no,no,no,cellular,may,thu,10,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
53,management,married,basic.4y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
58,unemployed,divorced,basic.9y,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5
41,admin.,divorced,university.degree,,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
35,services,married,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
40,management,married,university.degree,no,no,no,telephone,jul,fri,2,3,2,success,-1.7,94.215,-40.3,0.896,4991.6
35,services,single,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
49,technician,married,professional.course,,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
29,services,single,high.school,no,no,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
50,services,married,professional.course,,no,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,technician,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
32,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
45,technician,married,professional.course,no,no,no,cellular,aug,fri,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,admin.,married,university.degree,no,no,no,telephone,jun,tue,2,999,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6
24,services,single,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
38,services,divorced,high.school,,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1
48,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
37,self-employed,single,basic.9y,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
36,technician,married,professional.course,,no,no,telephone,jun,tue,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
45,technician,single,professional.course,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
51,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
35,admin.,single,basic.6y,no,yes,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
35,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2
25,management,married,university.degree,no,yes,no,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8
52,admin.,married,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2
33,technician,married,high.school,no,yes,yes,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
45,admin.,divorced,professional.course,no,yes,yes,telephone,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1
24,student,single,,no,yes,no,cellular,sep,wed,1,17,4,failure,-1.1,94.199,-37.5,0.886,4963.6
30,technician,married,university.degree,no,yes,no,telephone,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
31,management,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
43,unemployed,married,university.degree,,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
32,entrepreneur,married,basic.9y,,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
32,admin.,married,university.degree,no,no,no,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8
40,blue-collar,married,high.school,no,no,no,cellular,apr,tue,8,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
27,admin.,single,university.degree,,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
54,technician,married,professional.course,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
58,management,married,basic.6y,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
33,technician,single,university.degree,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
32,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
58,unemployed,single,basic.4y,,no,no,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
26,admin.,married,high.school,no,yes,yes,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5
46,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
58,management,married,university.degree,no,no,no,cellular,may,thu,1,3,4,success,-1.8,93.876,-40.0,0.683,5008.7
48,services,married,high.school,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
60,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,6,2,success,-1.7,94.215,-40.3,0.861,4991.6
31,unemployed,married,professional.course,no,yes,yes,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
53,blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
34,technician,married,high.school,no,yes,no,cellular,jun,wed,1,3,4,success,-1.7,94.055,-39.8,0.715,4991.6
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
30,services,married,high.school,,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
53,,married,basic.4y,,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
47,management,divorced,university.degree,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
24,student,single,basic.4y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,technician,married,professional.course,no,yes,no,cellular,nov,tue,3,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
29,self-employed,married,university.degree,no,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
37,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
28,admin.,single,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
50,admin.,married,basic.9y,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
59,retired,married,,,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,admin.,married,basic.9y,,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
27,admin.,single,high.school,,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
43,management,married,,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
57,retired,married,basic.9y,,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
28,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,blue-collar,married,high.school,,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
31,admin.,single,university.degree,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8
36,admin.,married,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6
35,entrepreneur,single,university.degree,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
35,admin.,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
59,admin.,divorced,basic.9y,no,yes,no,cellular,may,thu,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
33,management,married,university.degree,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
27,services,married,basic.9y,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
31,admin.,married,high.school,no,no,no,cellular,jun,wed,1,2,1,success,-2.9,92.963,-40.8,1.26,5076.2
29,admin.,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
38,admin.,married,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,blue-collar,single,university.degree,no,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
41,technician,single,high.school,no,yes,no,telephone,aug,wed,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
55,entrepreneur,married,professional.course,no,yes,no,telephone,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5
25,student,single,university.degree,no,yes,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
48,admin.,divorced,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,blue-collar,single,high.school,no,no,no,cellular,jul,tue,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
43,management,married,basic.4y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
39,admin.,married,high.school,no,yes,no,cellular,may,tue,1,3,2,success,-1.8,93.876,-40.0,0.668,5008.7
42,technician,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
40,blue-collar,single,,,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,admin.,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
54,services,married,,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
56,retired,married,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
30,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
35,technician,married,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
42,admin.,married,basic.4y,no,no,no,telephone,jun,thu,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
49,services,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
32,admin.,married,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
36,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
37,blue-collar,married,basic.9y,,yes,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
30,unemployed,single,basic.4y,,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
27,housemaid,single,high.school,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
36,blue-collar,single,basic.9y,,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
36,admin.,married,high.school,no,yes,yes,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
28,management,single,,no,no,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1
48,admin.,married,basic.6y,no,yes,no,telephone,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1
59,services,married,high.school,,yes,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
34,admin.,single,university.degree,no,no,no,cellular,may,fri,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
74,retired,married,professional.course,no,yes,no,cellular,oct,thu,2,3,1,success,-3.4,92.431,-26.9,0.74,5017.5
33,admin.,single,university.degree,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
39,unemployed,married,high.school,no,no,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
52,management,married,professional.course,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
